,Unnamed: 0,title,time_since_posted,year,kilometers,trim,location,price,im_link
484,484,پراید,2 روز پیش,1402,0,SE,بروجن,278000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c1fdb05b-b7d2-4411-a357-51a3e7082006/CarImage_638373805251954864_thumb_900_600.jpg?width=270
485,485,کوییک,2 روز پیش,1402,0,دنده ای,تهران / تهرانپارس,354000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/71b2c5f3-1345-4203-a6f4-1668885ec6e9/CarImage_638373785990506028_thumb_900_600.jpg?width=270
486,486,پراید,2 روز پیش,1389,125000,دنده ای,مراغه,160000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fae229e4-859e-409b-a6f6-a4570d22860f/CarImage_638373782281099939_thumb_900_600.jpg?width=270
487,487,ساینا,2 روز پیش,1401,30000,دنده ای بنزینی,کرج / عظیمیه,325000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6f5a0408-d5a9-4cee-b5be-88b267310157/CarImage_638373769684644198_thumb_900_600.jpeg?width=270
488,488,شاهین,2 روز پیش,1402,0,CVT,تهران / دانشگاه شریف,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c99ee640-df4c-4510-93e1-a3c5dbc665c1/CarImage_638373768865646536_thumb_900_600.jpeg?width=270
489,489,کوییک,2 روز پیش,1402,0,اتوماتیک,تهران / دانشگاه شریف,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ae08c97b-c6bd-4d97-9ea7-d5c95cb16f0c/CarImage_638373768190887284_thumb_900_600.jpg?width=270
490,490,کوییک,2 روز پیش,1402,0,دنده ای,تهران / شهید بهشتی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/30c4c863-183b-4634-9294-2f3992468cf0/CarImage10502180_638197643254354629_thumb_900_600.jpeg?width=270
491,491,ساینا,2 روز پیش,1402,0,دنده ای بنزینی,تهران / دانشگاه شریف,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ee3d09dd-7fd5-4e2f-b33e-2ad1bae8babd/CarImage_638373763588092142_thumb_900_600.jpeg?width=270
492,492,پراید,2 روز پیش,1399,92000,SE,قزوین,268000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3b60b0d5-47fa-4f92-884b-0f8e520cc049/CarImage_638373747984441040_thumb_900_600.jpg?width=270
493,493,کیا,2 روز پیش,1396,76000,2.0 لیتر آپشنال,کرج / عظیمیه,1250000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1207de90-c292-475c-b64b-72e77029a2c1/CarImage_638373744590722387_thumb_900_600.jpg?width=270
494,494,کیا,2 روز پیش,1398,0,2.0 لیتر آپشنال,تهران / بزرگراه جلال آل احمد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6fb54b0d-b2be-4f5d-a226-1f0f41e032cd/CarImage10468552_638186485765633882_thumb_900_600.jpeg?width=270
495,495,کیا,2 روز پیش,1397,0,2.0 لیتر آپشنال,تهران / بزرگراه جلال آل احمد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/167b89e0-a209-4875-913a-6c8d1f48b3e9/CarImage10468549_638186482552775008_thumb_900_600.jpeg?width=270
496,496,سیتروئن,2 روز پیش,1397,12500,اتوماتیک,تهران / سهروردی,1750000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c385de1c-2dfc-4a71-899c-c9831bfb293c/CarImage_638373740027423690_thumb_900_600.jpg?width=270
497,497,پراید,2 روز پیش,1386,190000,دنده ای,تهران / دروازه شمیران,,/images/default-images/default-car-white.svg
498,498,تیبا,2 روز پیش,1397,106000,EX,چالوس / بلوار امام رضا,268000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3ec2c320-9926-4c48-9ade-448f00da0739/CarImage_638373734328201457_thumb_900_600.jpg?width=270
499,499,کیا,2 روز پیش,1397,55000,2.0 لیتر آپشنال,تهران / سعادت‌آباد,1420000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a5a33fbb-2564-49c2-944f-091209ef0e58/CarImage_638373733501085133_thumb_900_600.jpg?width=270
500,500,پراید,2 روز پیش,1396,115000,SE,زنجان,215000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7577d232-6498-4171-bae1-8a6c97bd25a6/CarImage_638373732642089262_thumb_900_600.jpg?width=270
501,501,کیا,2 روز پیش,1394,89000,2.0 لیتر ساده,تهران / سیدخندان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a0af2d8d-ea97-4e71-90fd-497e88e92068/CarImage_638373725903759445_thumb_900_600.jpg?width=270
502,502,پراید,2 روز پیش,1389,240000,دنده ای,تهران / سازمان برنامه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/bd70dd93-37a8-4e56-8235-6507c13d84fe/CarImage_638373725846937495_thumb_900_600.jpg?width=270
503,503,تیبا,2 روز پیش,1399,70000,EX,تهران / ظفر,285000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ac0cd80f-9226-4be1-8e44-d910eecf71cd/CarImage_638373721128889504_thumb_900_600.jpg?width=270
504,504,کیا,2 روز پیش,1398,54000,2.0 لیتر آپشنال,تهران / ازگل,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a83c4fb6-410d-429b-aedf-47c070282da8/CarImage_638373714781910947_thumb_900_600.jpeg?width=270
505,505,زوتی,2 روز پیش,1397,100000,1.6 لیتر اتوماتیک,تهران / پاسداران,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/acb2cf1d-d73e-400b-bfba-eceea1741fd9/CarImage_638373713675461144_thumb_900_600.jpeg?width=270
506,506,چانگان,2 روز پیش,2023,0,تیپ 3,تهران / قبا,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/65ca5542-d9ba-4313-b6c4-d07bc125d1b4/CarImage_638360982336627514_thumb_900_600.jpeg?width=270
507,507,کیا,2 روز پیش,1387,150000,دنده ای,تهران / بلوار فردوس,265000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9fd857e3-2868-4b95-8c14-bb38f7d3d0b2/CarImage_638373702446431549_thumb_900_600.jpg?width=270
508,508,شاهین,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/77ff5c51-6e46-4b04-8042-1db9b69cfbf2/CarImage_638299637429451123_thumb_900_600.png?width=270
509,509,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a309d580-5246-4393-8f4a-ee8c6c54f16c/CarImage_638349602477048936_thumb_900_600.jpg?width=270
510,510,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9c28a87e-69b6-4e3f-88f0-464f5a0ed628/CarImage_638323771984998083_thumb_900_600.png?width=270
511,511,پراید,2 روز پیش,1402,0,SE,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f1f64b48-0904-4ee9-89ed-2d6cecf948cf/CarImage_638299657457738346_thumb_900_600.png?width=270
512,512,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8fb94298-7650-4451-93dc-af5f75d9d4ee/CarImage_638299636357083802_thumb_900_600.png?width=270
513,513,ساینا,2 روز پیش,1402,0,دنده ای بنزینی,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0b771275-6bfb-4031-a2ba-509679364c86/CarImage_638344273859703123_thumb_900_600.jpeg?width=270
514,514,شاهین,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fb4eb918-0636-40a0-b4b0-a87180e216d2/CarImage_638314246424935919_thumb_900_600.jpg?width=270
515,515,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9fdd1008-9524-4be4-a4e6-9d71c9078382/CarImage_638314110105801054_thumb_900_600.jpeg?width=270
516,516,ساینا,2 روز پیش,1402,0,دنده ای بنزینی,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1d4d30be-db82-464d-842e-e0b3b82b0c63/CarImage_638299622451113821_thumb_900_600.png?width=270
517,517,کوییک,2 روز پیش,1402,0,دنده ای,تهران / تهرانپارس غربی,346000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a87fd99b-97a4-43cf-85c1-fa08c7a86dfc/CarImage_638373697055458361_thumb_900_600.jpg?width=270
518,518,کیا,2 روز پیش,1394,281000,1.6 لیتر ساده,کرج / باغستان,765000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ba35dae0-21f3-4768-8fc1-655f3a66cdfa/CarImage_638373696654658850_thumb_900_600.jpg?width=270
519,519,سیتروئن,2 روز پیش,1383,280000,2.0 لیتر X,کرج / مصباح,260000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0df1e9cd-b8e9-4cc4-9b3e-f97288f1e91b/CarImage_638373696192326607_thumb_900_600.jpg?width=270
520,520,چانگان,2 روز پیش,2023,0,تیپ 2,تهران / خیابان شریعتی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/24d6d288-6f14-48bd-be82-7c429d24c91a/CarImage_638324756710484333_thumb_900_600.jpeg?width=270
521,521,چانگان,2 روز پیش,2023,0,تیپ 3,تهران / خیابان شریعتی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b59c0074-d60a-4ceb-9351-18881a8296fe/CarImage_638324758779159937_thumb_900_600.jpeg?width=270
522,522,چانگان,2 روز پیش,2023,0,تیپ 3,تهران / خیابان شریعتی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a5d61aeb-92ba-43fb-a51b-a77e326cf893/CarImage_638329207178374138_thumb_900_600.jpeg?width=270
523,523,چانگان,2 روز پیش,2023,0,تیپ 3,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8c5765b7-2709-4a82-9892-8ce1b46a5f8c/CarImage_638338315173911380_thumb_900_600.jpg?width=270
524,524,کیا,2 روز پیش,1397,70000,2.0 لیتر آپشنال,اصفهان / خیابان ارباب,1430000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/526f67e8-5e82-408d-868e-d450fdc505d7/CarImage_638366778287964645_thumb_900_600.jpeg?width=270
525,525,پراید,2 روز پیش,1402,0,SE,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/55c42237-4cb4-421e-a490-76b1f11b3274/CarImage_638325323832670210_thumb_900_600.jpg?width=270
526,526,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5d500224-1aec-40d0-8d78-f249c267bd07/CarImage_638299625548912968_thumb_900_600.jpg?width=270
527,527,کیا,2 روز پیش,1385,400000,دنده ای,لنگرود,,/images/default-images/default-car-white.svg
528,528,پراید,2 روز پیش,1402,0,SE,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0a48f1ed-d410-4102-8d94-70116cb7714f/CarImage_638320115258768463_thumb_900_600.jpg?width=270
529,529,شاهین,2 روز پیش,1402,0,CVT,تهران / خیابان شریعتی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f8d43113-e387-4ae4-be47-348e89af1d1e/CarImage_638372937358708348_thumb_900_600.jpeg?width=270
530,530,پراید,2 روز پیش,1402,0,SE,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7e10493c-ff98-45c2-9e1b-c112b7e89140/CarImage_638320114449595430_thumb_900_600.jpg?width=270
531,531,پراید,2 روز پیش,1395,130000,SE,تهران / هاشمی,215000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d5df7b3b-201f-4577-bc54-c60953a09a0b/CarImage_638373691378797282_thumb_900_600.jpg?width=270
532,532,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8231f5bc-4cce-4902-9c64-d725bb801447/CarImage_638320138781806731_thumb_900_600.png?width=270
533,533,پراید,2 روز پیش,1396,191000,SE,تهران / چیذر,231000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e5a9484f-a120-4d11-b7a2-e85dfb4b261c/CarImage_638373689581759928_thumb_900_600.jpg?width=270
534,534,پراید,2 روز پیش,1384,330000,ساده,کرج / شاهین‌ویلا,,/images/default-images/default-car-white.svg
535,535,چانگان,2 روز پیش,2023,0,تیپ 3,تهران / دریا,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0a60a079-fd5e-45f8-b87f-ce5549a40c0b/CarImage_638373687139586279_thumb_900_600.jpg?width=270
536,536,کوییک,2 روز پیش,1401,13000,دنده ای,اصفهان / اشراق,320000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5fdd8b92-e676-4d68-97a6-9d28daabbeb1/CarImage_638373685400012281_thumb_900_600.jpeg?width=270
537,537,ساینا,2 روز پیش,1402,0,دنده ای بنزینی,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b8e6c694-95ea-4c41-9b07-c880c7e08a17/CarImage_638314250776243050_thumb_900_600.jpg?width=270
538,538,ساینا,2 روز پیش,1402,0,دنده ای بنزینی,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0e252fe9-6157-46ad-b35f-d5a7ed3ab024/CarImage_638316707211708167_thumb_900_600.jpg?width=270
539,539,تیبا,2 روز پیش,1401,0,EX,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3bf1efc9-8d60-4045-8630-f6bd086445b3/CarImage_638299624727581832_thumb_900_600.jpg?width=270
540,540,شاهین,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/113cba4f-e26c-403f-ab68-398d9eca5f34/CarImage_638348807029412903_thumb_900_600.jpg?width=270
541,541,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e5ffb0a3-e693-4115-bbbb-af9d7d29bac1/CarImage_638348804983876328_thumb_900_600.png?width=270
542,542,کوییک,2 روز پیش,1402,0,دنده ای,,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3f8232b2-f38d-4a16-8ace-bb6afbd5ab2a/CarImage_638320139568394102_thumb_900_600.png?width=270
543,543,پراید,2 روز پیش,1390,180000,SE,زنجان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ecea16f6-63b9-4688-8f5a-7d650ba3ab1e/CarImage_638373678661587995_thumb_900_600.jpg?width=270
544,544,کوییک,2 روز پیش,1401,0,دنده ای,شیروان,333000000.0,/images/default-images/default-car-white.svg
545,545,کوییک,2 روز پیش,1400,78000,دنده ای,قزوین,295000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/bb736771-e5ca-4a50-bd71-dce21e0bfb43/CarImage_638373670771629949_thumb_900_600.jpg?width=270
546,546,سیتروئن,2 روز پیش,1397,70000,اتوماتیک,تهران / سازمان آب,1495000000.0,/images/default-images/default-car-white.svg
547,547,شاهین,2 روز پیش,1402,0,دنده ای,تهران / سعادت‌آباد,595000000.0,/images/default-images/default-car-white.svg
548,548,پراید,2 روز پیش,1383,326000,دنده ای,تاکستان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b94dc966-b674-42ba-af58-ffa3e4b5f872/CarImage_638370606530913527_thumb_900_600.jpg?width=270
549,549,کوییک,2 روز پیش,1400,22000,دنده ای,تهران / صادقیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7ce47afc-de6c-4b9d-89b8-7305ad3ab3d8/CarImage_638373652416745145_thumb_900_600.jpg?width=270
550,550,کوییک,2 روز پیش,1398,61000,دنده ای,تهران / کوی فردوس,285000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/bd18db0e-47dd-4fff-aab0-a9f67856c7a9/CarImage_638373735960107149_thumb_900_600.jpg?width=270
551,551,پراید,2 روز پیش,1385,380000,ساده,کرج / فردیس,110000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2b48cefd-ecd6-4979-bebd-41ce9e4acbb5/CarImage_638373622821565493_thumb_900_600.jpeg?width=270
552,552,تیبا,2 روز پیش,1397,100000,EX,تهران / بلوار فردوس,,/images/default-images/default-car-white.svg
553,553,کیا,2 روز پیش,1387,265000,دنده ای,تهران / میدان حر,235000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4097378a-86c9-4284-bcef-e6aa92ed61d5/CarImage_638373621962938060_thumb_900_600.jpg?width=270
554,554,پراید,2 روز پیش,1386,195750,دنده ای,تهران / لویزان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b3abf1e6-47c9-4e11-93de-23f1b0186568/CarImage_638372952685208806_thumb_900_600.jpg?width=270
555,555,تیبا,2 روز پیش,1397,99000,EX,تهران / سعادت‌آباد,270000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/888bff42-bfc2-4250-ada9-5e5066b0e3cf/CarImage_638373606245672373_thumb_900_600.jpg?width=270
556,556,ساینا,2 روز پیش,1401,15500,دنده ای بنزینی,تهران / آرارات,,/images/default-images/default-car-white.svg
557,557,کوییک,2 روز پیش,1400,16000,اتوماتیک,شیراز / تاچارا,,/images/default-images/default-car-white.svg
558,558,کوییک,2 روز پیش,1401,0,دنده ای,تهران / امیریه,333000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2302b550-bf2b-4d40-9d8b-2881f8d6e952/CarImage_638373585880425723_thumb_900_600.jpg?width=270
559,559,شاهین,2 روز پیش,1400,0,دنده ای,تهران / استخر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6055a500-f2a2-4691-8947-13182d635d0c/CarImage_638373561295410133_thumb_900_600.jpeg?width=270
560,560,تیبا,2 روز پیش,1395,193000,SX دوگانه سوز,اهواز / شهرک آغاجری,235000000.0,/images/default-images/default-car-white.svg
561,561,کوییک,2 روز پیش,1402,0,اتوماتیک,رباط کریم,425000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/19494021-cea7-4b31-ad8d-1e2214090703/CarImage_638373444745673158_thumb_900_600.jpg?width=270
562,562,سیتروئن,2 روز پیش,2006,360000,اتوماتیک,تهران / هفت تیر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c55cc625-270d-4877-8b92-9234fbe8f38c/CarImage_638373726719556665_thumb_900_600.jpeg?width=270
563,563,کیا,2 روز پیش,1388,111000,دنده ای,تبریز,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/da002537-92db-410c-97f1-b3dadde530de/CarImage_638373365502341160_thumb_900_600.jpeg?width=270
564,564,پراید,2 روز پیش,1397,160000,SE,اسلام شهر,230000000.0,/images/default-images/default-car-white.svg
565,565,شاهین,3 روز پیش,1402,0,CVT,کهکیلویه / دهدشت,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/44de3ebe-6494-43a0-9c9b-09e898f8d0c6/CarImage_638373329624872529_thumb_900_600.jpg?width=270
566,566,پراید,3 روز پیش,1386,165000,ساده,مشهد / طبرسی,110000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2065cc4d-da75-438f-8952-99e654f864ba/CarImage_638373324470493757_thumb_900_600.jpg?width=270
567,567,کوییک,3 روز پیش,1401,0,دنده ای,تهران / جلفا,337000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cc840859-4d1e-4dad-9283-3d6a3da3b477/CarImage_638367990177936875_thumb_900_600.jpg?width=270
568,568,پراید,3 روز پیش,1395,120000,SE,شاهین شهر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f02a39c0-3600-4ea9-a2e0-9e886b87637c/CarImage_638373291440521895_thumb_900_600.jpg?width=270
569,569,ساینا,3 روز پیش,1400,51000,دنده ای,چالوس,310000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ddebdf9e-3950-472f-80bf-08223e55ee2e/CarImage_638373299569454501_thumb_900_600.jpg?width=270
570,570,کوییک,3 روز پیش,1402,10000,دنده ای,تهران / شمس‌آباد,354800000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ecd6041b-c39c-4662-9527-b7b67f044b0e/CarImage_638373289285965658_thumb_900_600.jpg?width=270
571,571,چانگان,3 روز پیش,1398,60000,اتوماتیک,تهران / اختیاریه,815000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9b702e9a-ab33-4237-96d2-230e0a0ff202/CarImage_638373288766339649_thumb_900_600.jpeg?width=270
572,572,ساینا,3 روز پیش,1401,27100,دنده ای بنزینی,اهواز / گلستان,,/images/default-images/default-car-white.svg
573,573,پراید,3 روز پیش,1399,54000,SE,تهران / نارمک,265000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9352f285-2ff4-4522-8ec5-db7d0d92ea7a/CarImage_638373272682236193_thumb_900_600.jpg?width=270
574,574,کیا,3 روز پیش,1387,260000,دنده ای,تهران / پاسداران,230000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6951d23d-58d2-4a0f-b7e4-f6b82ad10a98/CarImage_638373271824287431_thumb_900_600.jpg?width=270
575,575,کوییک,3 روز پیش,1399,0,دنده ای,/ قمقم,260000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a19d2488-9579-41e6-9d5b-091d58d3f722/CarImage_638373271665400667_thumb_900_600.jpg?width=270
576,576,شاهین,3 روز پیش,1402,0,دنده ای,تهران / لویزان,590000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3a2a1128-fdae-4376-a26f-8be7b2744e4f/CarImage_638373280242566045_thumb_900_600.jpg?width=270
577,577,تیبا,3 روز پیش,1396,141000,SX بنزینی,تهران / تهران‌سر,230000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9aebbfd7-24b3-4318-a4e3-b5f92bb48abb/CarImage_638373254029276942_thumb_900_600.jpg?width=270
578,578,پراید,3 روز پیش,1390,290000,SL,تهران / مجیدیه,155000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9263df58-f993-469f-915d-52eac1bd5a8e/CarImage_638373245824318710_thumb_900_600.jpg?width=270
579,579,برلیانس,3 روز پیش,1396,138000,1.5 اتوماتیک,تهران / خلیج فارس,539000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/46dbfa9f-a079-4889-8650-110d66d86b5e/CarImage_638373244029355079_thumb_900_600.jpeg?width=270
580,580,شاهین,3 روز پیش,1402,0,دنده ای,مشهد / گلشور,589000000.0,/images/default-images/default-car-white.svg
581,581,کوییک,3 روز پیش,1401,0,اتوماتیک,کرج / جهان‌شهر,427000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/535be80f-6bb9-46d0-bf26-ffa73dfe0eee/CarImage_638373226720675790_thumb_900_600.jpeg?width=270
582,582,تیبا,3 روز پیش,1400,82000,EX,قم / پردیسان,300000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/838edb0b-7f05-4a5c-858b-e2f7a4126e0e/CarImage_638373226689415406_thumb_900_600.jpg?width=270
583,583,کوییک,3 روز پیش,1402,0,دنده ای,تهران / تهرانپارس شرقی,,/images/default-images/default-car-white.svg
584,584,کوییک,3 روز پیش,1400,0,دنده ای,تهران / تهرانپارس غربی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f8d5d7a3-66e7-436c-a803-1a86259e71e1/CarImage_638373225170763326_thumb_900_600.jpeg?width=270
585,585,پراید,3 روز پیش,1393,224000,SE,تهران / بهارستان,210000000.0,/images/default-images/default-car-white.svg
586,586,کوییک,3 روز پیش,1401,36000,دنده ای,تهران / 17 شهریور,310000000.0,/images/default-images/default-car-white.svg
587,587,پراید,3 روز پیش,1398,50000,SE,ساوجبلاغ,255000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5b0d8a86-13b5-455c-a16e-0c2d2f7bb4c0/CarImage_638373210923359152_thumb_900_600.jpg?width=270
588,588,پراید,3 روز پیش,1398,38400,SE,کاشان,265000000.0,/images/default-images/default-car-white.svg
589,589,کوییک,3 روز پیش,1401,0,دنده ای,تهران / تهرانسر,335000000.0,/images/default-images/default-car-white.svg
590,590,پراید,3 روز پیش,1379,300000,دنده ای,تهران / سیدخندان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/eb668781-9732-42af-82b6-8de8c20aeee1/CarImage_638373195368668742_thumb_900_600.jpg?width=270
591,591,کوییک,3 روز پیش,1402,0,اتوماتیک,کرمان,,/images/default-images/default-car-white.svg
592,592,پراید,3 روز پیش,1388,600000,دنده ای,تهران / حکیمیه,180000000.0,/images/default-images/default-car-white.svg
593,593,پراید,3 روز پیش,1393,180000,SE,اصفهان / دروازه تهران,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/09eda011-63f6-4219-ad53-264cf9a4fe73/CarImage_638373189793029479_thumb_900_600.jpg?width=270
594,594,کوییک,3 روز پیش,1399,15000,دنده ای,تهران / پیروزی,305000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a8462586-ab1e-4fd9-90b5-eed025eb4de3/CarImage_638373181454162933_thumb_900_600.jpg?width=270
595,595,کوییک,3 روز پیش,1400,26000,دنده ای,کبودرآهنگ,,/images/default-images/default-car-white.svg
596,596,پراید,3 روز پیش,1396,160000,SE,گنبد کاووس / گنبد کاووس,,/images/default-images/default-car-white.svg
597,597,کوییک,3 روز پیش,1402,0,دنده ای,تهران / نارمک,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6b044121-702d-4e48-a764-1353b3797b27/CarImage_638373177953918613_thumb_900_600.jpg?width=270
598,598,کیا,3 روز پیش,1387,260000,دنده ای,تهران / اختیاریه,230000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/811a98a9-4209-43d5-b938-110db3de4a5e/CarImage_638373176388475593_thumb_900_600.jpg?width=270
599,599,کیا,3 روز پیش,1389,230000,دنده ای,قزوین,295000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9f704c3e-3f62-4a2a-941d-119bb193e1a2/CarImage_638373175918298368_thumb_900_600.jpg?width=270
600,600,برلیانس,3 روز پیش,1396,49050,1.5 اتوماتیک,تهران / جلال آل احمد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/86da8951-df36-4299-9880-dfd761f9cf23/CarImage_638373171289864175_thumb_900_600.jpg?width=270
601,601,شاهین,3 روز پیش,1402,0,دنده ای,مراغه,600000000.0,/images/default-images/default-car-white.svg
602,602,کیا,3 روز پیش,1397,0,2.0 لیتر آپشنال,تهران / اکباتان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cb5a3fc0-df45-4649-a1f8-03ea3e7ee66e/CarImage_638369380509244526_thumb_900_600.jpeg?width=270
603,603,شاهین,3 روز پیش,1402,0,دنده ای,شیراز / زرهی,587000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cd936e3f-7fe9-4372-8805-7b32925c248b/CarImage_638373162704775858_thumb_900_600.jpg?width=270
604,604,پراید,3 روز پیش,1386,346000,دنده ای,کرج / مصباح,130000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/77878d7c-1e99-4310-8f39-6e5ff6989633/CarImage_638373161794537014_thumb_900_600.jpg?width=270
605,605,پراید,3 روز پیش,1385,340000,دنده ای,کرج / مارلیک,120000000.0,/images/default-images/default-car-white.svg
