,Unnamed: 0,title,time_since_posted,year,kilometers,trim,location,price,im_link
0,0,پراید,1 ساعت پیش,1393,126000,SE,تهران / قیطریه,211000000.0,/images/default-images/default-car-white.svg
1,1,چانگان,1 ساعت پیش,1398,66000,اتوماتیک,لواسان,835000000.0,/images/default-images/default-car-white.svg
2,2,کیا,1 ساعت پیش,1389,200000,دنده ای,کرج / مشکین‌دشت,258000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fa2a5304-97ff-4307-aef2-f211870afcd9/CarImage_638375878457971453_thumb_900_600.jpg?width=270
3,3,ساینا,2 ساعت پیش,1402,0,دنده ای بنزینی,کرج / محمدشهر,360000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d5fe7c30-e4c0-442b-ac6a-8abcf712353a/CarImage_638375847737149813_thumb_900_600.jpg?width=270
4,4,تیبا,,1396,80000,EX,تهران / اتحاد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1d71eccd-5321-4998-acfc-8ef20309d84a/CarImage_638375429691581490_thumb_900_600.jpg?width=270
5,5,چانگان,,1396,750000,اتوماتیک,مشهد / دانشجو,680000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/36a1517c-0ae4-4438-9697-e6324cd2af87/CarImage_638375425147757892_thumb_900_600.jpg?width=270
6,6,شاهین,,1400,38500,دنده ای,هشتگرد / چهارباغ کمالشهر,525000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e41e1b7b-f94f-4beb-adc6-ef675feac5d7/CarImage_638375061040184151_thumb_900_600.jpg?width=270
7,7,شاهین,1 ساعت پیش,1402,0,دنده ای,تهران / پیروزی,582500000.0,/images/default-images/default-car-white.svg
8,8,ساینا,1 ساعت پیش,1399,20178,دنده ای بنزینی,تهران / نظام‌آباد,,/images/default-images/default-car-white.svg
9,9,تیبا,1 ساعت پیش,1399,25000,EX,تهران / خاوران,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5cc23e6f-0b1f-4163-95bf-d5e676abcae9/CarImage_638375880529085593_thumb_900_600.jpg?width=270
10,10,کوییک,1 ساعت پیش,1402,0,دنده ای,کرمانشاه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7cf74f20-90c5-47b7-8b35-8dc3d7875e8b/CarImage_638375868982522279_thumb_900_600.png?width=270
11,11,کوییک,2 ساعت پیش,1402,0,دنده ای,مراغه,350000000.0,/images/default-images/default-car-white.svg
12,12,پراید,2 ساعت پیش,1387,260000,دنده ای,قزوین,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d0bd53a9-9143-4c4a-9a92-4c324c1a262c/CarImage_638375861190386202_thumb_900_600.jpg?width=270
13,13,تیبا,2 ساعت پیش,1400,90000,SX بنزینی,رباط کریم,295000000.0,/images/default-images/default-car-white.svg
14,14,کوییک,2 ساعت پیش,1401,28600,دنده ای,زنجان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/20d3ef45-22e6-4906-9796-4e7679a720ba/CarImage_638375852451931813_thumb_900_600.jpg?width=270
15,15,پراید,2 ساعت پیش,1395,31000,SE,بابل,,/images/default-images/default-car-white.svg
16,16,پراید,2 ساعت پیش,1384,200000,دنده ای,رشت / امام حسین,117000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f0f79b47-e01e-4a6f-8f9f-78592ec2e785/CarImage_638375837588711474_thumb_900_600.jpeg?width=270
17,17,چانگان,2 ساعت پیش,1397,46000,اتوماتیک,شیراز / شهرک پرواز,780000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4e83aa9e-6168-44ab-9d00-05840ae69cdf/CarImage_638373222796673850_thumb_900_600.jpg?width=270
18,18,کوییک,3 ساعت پیش,1402,10300,اتوماتیک,رباط کریم,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5f78f72c-6f6c-48b4-a02a-212aa15a7705/CarImage_638375826280872217_thumb_900_600.jpg?width=270
19,19,پراید,3 ساعت پیش,1389,250000,SE,هشتگرد,145000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7e8f12d2-f447-4b65-ba2b-84dc3e348583/CarImage_638375808316705141_thumb_900_600.jpg?width=270
20,20,پراید,3 ساعت پیش,1390,215000,SL,تهران / دروازه شمیران,,/images/default-images/default-car-white.svg
21,21,کوییک,4 ساعت پیش,1399,14000,دنده ای,تهران / دروازه شمیران,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/61893524-8305-48d4-9a28-6191af343c9b/CarImage_638375925728928427_thumb_900_600.jpg?width=270
22,22,چانگان,4 ساعت پیش,1396,117000,اتوماتیک,اصفهان / ملک‌شهر,720000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6144472d-eeb4-4ac9-889d-252503f29a49/CarImage_638372389528361201_thumb_900_600.jpg?width=270
23,23,تیبا,4 ساعت پیش,1396,77000,SX بنزینی,تهران / آبشار,239000000.0,/images/default-images/default-car-white.svg
24,24,کوییک,4 ساعت پیش,1401,25000,دنده ای,مشهد / الهیه,325000000.0,/images/default-images/default-car-white.svg
25,25,پراید,4 ساعت پیش,1397,100000,SE,تهران / تهرانپارس شرقی,239000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b184d181-a1d6-4ef9-8f66-cfb99b564c44/CarImage_638375763301233833_thumb_900_600.jpg?width=270
26,26,سیتروئن,5 ساعت پیش,1389,300000,2.0 لیتر SX,تهران / تهران‌سر,430000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d7cf2e20-0eb8-4d4e-9bd6-dbd71304044f/CarImage_638375758241057208_thumb_900_600.jpeg?width=270
27,27,پراید,5 ساعت پیش,1391,130000,SL,اسلام شهر,175000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4dc8c63b-875c-4b6a-ab38-0dade3791f6c/CarImage_638375756088455150_thumb_900_600.jpg?width=270
28,28,کیا,5 ساعت پیش,1389,163000,دنده ای,ملارد,300000000.0,/images/default-images/default-car-white.svg
29,29,کوییک,5 ساعت پیش,1402,0,دنده ای,تهران / ولنجک,350000000.0,/images/default-images/default-car-white.svg
30,30,پراید,5 ساعت پیش,1394,154000,TL,قم / آذر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c3c99960-233b-4c35-bddb-7ef2f7eb3791/CarImage_638375744823974341_thumb_900_600.jpg?width=270
31,31,تیبا,5 ساعت پیش,1397,28500,EX,رشت,250000000.0,/images/default-images/default-car-white.svg
32,32,پراید,5 ساعت پیش,1386,292000,دنده ای,تهران / جنت‌آباد مرکزی,,/images/default-images/default-car-white.svg
33,33,کوییک,5 ساعت پیش,1400,0,دنده ای,تهران / فاطمی,,/images/default-images/default-car-white.svg
34,34,پراید,5 ساعت پیش,1396,128000,SE,اراک,,/images/default-images/default-car-white.svg
35,35,پراید,5 ساعت پیش,1393,256000,SE,تبریز,203000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e33b46ad-66af-4572-8e6d-c5d787189592/CarImage_638375725534254856_thumb_900_600.jpg?width=270
36,36,کوییک,6 ساعت پیش,1402,0,اتوماتیک,کرمان,,/images/default-images/default-car-white.svg
37,37,کوییک,6 ساعت پیش,1401,12000,دنده ای,تهران / نازی اباد,322000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/40322261-2ac9-429a-aa4b-7c50e3829f59/CarImage_638375703064381153_thumb_900_600.jpg?width=270
38,38,زوتی,6 ساعت پیش,1401,0,1.6 لیتر اتوماتیک,تهران / نارمک جنوبی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4ba0d318-8546-4fab-84a8-d1bc8d7b2a2e/CarImage_638375700022151944_thumb_900_600.jpg?width=270
39,39,تیبا,6 ساعت پیش,1398,80000,SX بنزینی,تنکابن / سلمان شهر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/62733100-6733-4ca0-a567-d550744012bc/CarImage_638375699097980381_thumb_900_600.jpg?width=270
40,40,ساینا,7 ساعت پیش,1400,26000,دنده ای,تهران / حکیمیه,303000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/95c68f4d-f01a-44d8-9235-190827a7401a/CarImage_638375687167230368_thumb_900_600.jpg?width=270
41,41,کیا,7 ساعت پیش,1394,42000,2.0 لیتر ساده,تهران / بهجت‌آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5a9a1ab2-b7ae-49ac-9e85-6654704fb76a/CarImage_638375682734941091_thumb_900_600.png?width=270
42,42,کوییک,7 ساعت پیش,1401,13700,دنده ای,تهران / شهران جنوبی,330000000.0,/images/default-images/default-car-white.svg
43,43,پراید,7 ساعت پیش,1399,35000,SE,تهران / تجریش,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ac31d52e-2ece-411c-b76f-c4cc4f4b875a/CarImage_638375669193672411_thumb_900_600.jpeg?width=270
44,44,سیتروئن,7 ساعت پیش,1387,280000,2.0 لیتر SX,تهران / پونک,375000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/26bc6ba8-ab3d-47ba-867a-7d7ac7bb26f0/CarImage_638375668433964904_thumb_900_600.jpg?width=270
45,45,پراید,7 ساعت پیش,1389,200000,LX,کرج / مهرشهر - فاز 1,185000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3b98b978-dc89-4247-96c1-8efae8c9f16b/CarImage_638375667861748596_thumb_900_600.jpg?width=270
46,46,تیبا,7 ساعت پیش,1401,10500,EX,تهران / جیحون,320000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3dfcccd5-1379-43b5-a98e-a61cedbccf95/CarImage_638375666458823280_thumb_900_600.jpg?width=270
47,47,ساینا,7 ساعت پیش,1396,77000,دنده ای,تهران / افسریه,,/images/default-images/default-car-white.svg
48,48,زوتی,7 ساعت پیش,1397,88000,1.6 لیتر اتوماتیک,تبریز,500000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ed237148-f4af-412a-b786-6ff2a73dbd4f/CarImage_638375653361991296_thumb_900_600.jpg?width=270
49,49,زوتی,7 ساعت پیش,1397,106000,1.6 لیتر اتوماتیک,تهران / گیشا (کوی نصر),550000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/889ad0ae-e34c-4633-83c7-3528ad6c4d33/CarImage_638287464162431452_thumb_900_600.jpg?width=270
50,50,شاهین,8 ساعت پیش,1402,0,دنده ای,تهران / دانشگاه شریف,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f0a0b49a-628c-451f-bc5e-f44df9b26437/CarImage_638375650988762453_thumb_900_600.jpeg?width=270
51,51,برلیانس,8 ساعت پیش,1397,60000,1.65 دنده ای,همدان,617000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c7d67883-68a9-49e0-bb00-1f634f3d709e/CarImage_638375650012518340_thumb_900_600.jpg?width=270
52,52,کوییک,8 ساعت پیش,1402,0,دنده ای,تهران / دانشگاه شریف,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fe8fe242-b380-4b1f-9eff-1dd3c312b6f9/CarImage_638375649750493709_thumb_900_600.jpeg?width=270
53,53,پراید,8 ساعت پیش,1381,241000,دنده ای,تهران / هفت حوض,87000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ab273697-b198-4e1c-9538-1e64268b0579/CarImage_638375642488844272_thumb_900_600.jpeg?width=270
54,54,پراید,8 ساعت پیش,1398,39000,SE,شیراز / صاحب دیوان,260000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6fdd2243-8d41-4df0-abea-63a67ab48f62/CarImage_638375641558753519_thumb_900_600.jpg?width=270
55,55,برلیانس,8 ساعت پیش,1396,76000,1.5 دنده ای,گلپایگان,510000000.0,/images/default-images/default-car-white.svg
56,56,سیتروئن,8 ساعت پیش,1386,121000,2.0 لیتر SX,تهران / نواب,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f8432c03-e201-4326-9747-66c3051b4cee/CarImage_638375627455824174_thumb_900_600.jpg?width=270
57,57,کیا,8 ساعت پیش,1396,84000,1.6 لیتر آپشنال,کرج / مهرشهر,1100000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c6c1d3bb-b2d7-4731-a8d5-c47dadb1a564/CarImage_638375621670538368_thumb_900_600.jpg?width=270
58,58,پراید,8 ساعت پیش,1386,470000,دنده ای,کرج / دهقان ویلا,120000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/22be6149-b38f-4593-91cf-f441a912b06e/CarImage_638375621307009827_thumb_900_600.jpg?width=270
59,59,سیتروئن,8 ساعت پیش,1389,250000,2.0 لیتر SX,فریدون کنار,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cc666a9a-28d9-42b3-9c01-3db078632f01/CarImage_638375617577936477_thumb_900_600.jpg?width=270
60,60,کیا,8 ساعت پیش,1396,75000,2.0 لیتر آپشنال,تهران / میدان هروی,900000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d78c0640-794f-4d18-be24-ef0d05a0dc44/CarImage_638375617109348838_thumb_900_600.jpeg?width=270
61,61,تیبا,9 ساعت پیش,1395,51200,EX,تهران / جنت‌آباد جنوبی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f640b677-cf74-473c-b7b2-8fce5efe5b21/CarImage_638375611686937522_thumb_900_600.jpg?width=270
62,62,شاهین,9 ساعت پیش,1401,0,دنده ای,تهران / میدان هروی,538000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4e5385f6-5960-4894-9135-f21ba676b351/CarImage_638368525449322787_thumb_900_600.jpeg?width=270
63,63,شاهین,9 ساعت پیش,1402,0,دنده ای,مشهد / 17شهریور,565000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/59fd1871-edae-4a84-86a9-16c62c3a6253/CarImage_638375602292338625_thumb_900_600.jpg?width=270
64,64,کوییک,9 ساعت پیش,1401,0,دنده ای,تهران / شهران جنوبی,325000000.0,/images/default-images/default-car-white.svg
65,65,تیبا,9 ساعت پیش,1400,0,EX,کرج / گوهردشت,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/11cbea53-36ca-48ad-837a-c7e05edb8bf1/CarImage_638375587890654999_thumb_900_600.jpg?width=270
66,66,پراید,9 ساعت پیش,1390,186000,SL,مشهد / قاسم‌آباد (شهرک غرب),,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9eea69c7-55d8-490c-bae6-4b51fbecb225/CarImage_638375585825880034_thumb_900_600.jpeg?width=270
67,67,پراید,10 ساعت پیش,1394,167000,SE,تهران / نارمک,215000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1e0cd26e-c08b-4c74-ba64-1048eb4e9d9c/CarImage_638375811512231175_thumb_900_600.jpg?width=270
68,68,کیا,10 ساعت پیش,1397,0,2.0 لیتر آپشنال,تهران / اختیاریه,,/images/default-images/default-car-white.svg
69,69,پراید,10 ساعت پیش,1382,400000,دنده ای,کرج / مهرشهر - فاز 1,107000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0a908d35-a676-492d-80fe-e38a1caaf5e6/CarImage_638375573667071576_thumb_900_600.jpg?width=270
70,70,شاهین,10 ساعت پیش,1402,0,دنده ای,تهران / جمهوری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5ea60da0-04e7-45c7-92cf-e0eee27b5727/CarImage_638360733187292825_thumb_900_600.jpg?width=270
71,71,تیبا,10 ساعت پیش,1395,330000,EX,گرگان,235000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fc998ca8-06bf-433b-b526-d6433cef470d/CarImage_638375682909768703_thumb_900_600.jpg?width=270
72,72,چانگان,10 ساعت پیش,1398,17000,اتوماتیک,تهران / پاسداران,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/12120dd7-576e-4507-bcda-811bb9f6fd02/CarImage_638375554075590892_thumb_900_600.jpg?width=270
73,73,پراید,10 ساعت پیش,1398,67000,SE,تهران / صادقیه,225000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/249213fa-ccf9-4814-ab81-f76918e20f3f/CarImage_638375548218532104_thumb_900_600.jpeg?width=270
74,74,تیبا,10 ساعت پیش,1398,100000,SX بنزینی,تهران / آهنگ,273000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/14528ff7-ec04-4838-82ce-554b19db70ce/CarImage_638375551819882263_thumb_900_600.jpg?width=270
75,75,پراید,10 ساعت پیش,1385,270000,دنده ای,تنکابن,140000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/be25e06a-f135-4f14-885c-29a069b7a7e0/CarImage_638375544793474433_thumb_900_600.jpg?width=270
76,76,پراید,11 ساعت پیش,1390,370000,SX,کرج / 350 متری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/61297779-4352-43f8-88e6-729ea936079f/CarImage_638375543689373312_thumb_900_600.jpg?width=270
77,77,شاهین,11 ساعت پیش,1402,0,دنده ای,تهران / پیروزی,598000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c450b974-72d2-4f03-ace5-4c428fea0167/CarImage_638375543430557535_thumb_900_600.jpeg?width=270
78,78,چانگان,11 ساعت پیش,1397,20000,اتوماتیک,تهران / پاسداران,835000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fa7ed6aa-2ed5-4d2a-9371-4ab2883b021d/CarImage_638371919079070138_thumb_900_600.jpg?width=270
79,79,کوییک,11 ساعت پیش,1402,0,دنده ای,تهران / توحید,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/37c2797e-28f5-4106-927f-d36adc7b3ffc/CarImage_638375537488376601_thumb_900_600.jpeg?width=270
80,80,کوییک,11 ساعت پیش,1402,0,اتوماتیک,تهران / شهر زیبا,431000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a0ba6ae3-98b2-4c1b-8ed9-e7054e9f1d12/CarImage_638375541940396603_thumb_900_600.jpg?width=270
81,81,پراید,11 ساعت پیش,1398,92000,SE,تهران / اقدسیه,230000000.0,/images/default-images/default-car-white.svg
82,82,چانگان,11 ساعت پیش,2023,0,تیپ 2,تهران / توحید,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b71b87dc-a40c-408c-9277-e459da002176/CarImage_638375534148635094_thumb_900_600.jpeg?width=270
83,83,برلیانس,11 ساعت پیش,1396,140000,1.5 دنده ای,نجف آباد,,/images/default-images/default-car-white.svg
84,84,چانگان,11 ساعت پیش,2023,0,تیپ 3,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f11ad9e1-8904-4601-99d2-c103486492d7/CarImage_638334942926936287_thumb_900_600.jpg?width=270
85,85,کوییک,11 ساعت پیش,1401,0,دنده ای,تهران / پونک,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f83b70e4-f903-4617-a9af-40b79e66f6de/CarImage_638357386887063734_thumb_900_600.jpeg?width=270
86,86,پراید,11 ساعت پیش,1396,115800,SE,اسلام شهر,230000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/78f3e5b2-d1aa-4bda-895f-0a7e2c45b84b/CarImage_638375513815637772_thumb_900_600.jpg?width=270
87,87,تیبا,11 ساعت پیش,1400,76000,EX,تهران / میدان هروی,285000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d69d2429-9540-4d45-85cb-f5849103fcfb/CarImage_638375512965580317_thumb_900_600.jpg?width=270
88,88,کوییک,11 ساعت پیش,1402,0,دنده ای,سیرجان,348000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/814e7a92-a92e-488f-855d-81a8a6d54f27/CarImage_638375512949056871_thumb_900_600.jpg?width=270
89,89,کوییک,12 ساعت پیش,1402,0,دنده ای,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/10dacab2-fb39-46c8-b049-047802e4d30e/CarImage10514501_638204357023508716_thumb_900_600.jpeg?width=270
90,90,پراید,12 ساعت پیش,1401,0,SE,تهران / ازگل,268000000.0,/images/default-images/default-car-white.svg
91,91,شاهین,12 ساعت پیش,1402,0,CVT,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c83b843d-607f-4e75-8483-668304ca3878/CarImage_638365972914649930_thumb_900_600.jpeg?width=270
92,92,چانگان,12 ساعت پیش,2023,0,تیپ 3,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a1238d11-8db8-4847-9ee4-888bc20d1f62/CarImage_638344375354273137_thumb_900_600.jpg?width=270
93,93,کوییک,12 ساعت پیش,1402,0,دنده ای,تهران / سعادت آباد,352000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/30790e0e-dc2e-40cd-8bc5-d621e2566ec2/CarImage_638375502114494564_thumb_900_600.jpg?width=270
94,94,پراید,12 ساعت پیش,1386,380000,دنده ای,تهران / اوقاف,140000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/68deea31-7b4b-4735-991e-bd17468914e4/CarImage_638375501855793085_thumb_900_600.jpg?width=270
95,95,کوییک,12 ساعت پیش,1402,0,اتوماتیک,تهران / شهر زیبا,447000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/54cccfe6-05c0-4188-8bc3-bef801de735b/CarImage_638375500620300262_thumb_900_600.jpeg?width=270
96,96,تیبا,12 ساعت پیش,1395,139000,SX,اصفهان / اصفهان خیابان زینبیه,243000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/20af775b-88ac-4e4a-8cd9-a1d135510235/CarImage_638375500585869523_thumb_900_600.jpg?width=270
97,97,پراید,12 ساعت پیش,1398,0,SE,لواسان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a6a4cb69-c80e-476b-bcea-8d7b05218d1e/CarImage_638375491410526927_thumb_900_600.jpg?width=270
98,98,پراید,12 ساعت پیش,1386,260000,دنده ای,تهران / نیرو هوایی,129000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3b10977b-9959-4867-ac7e-f1d804bc0528/CarImage_638375491127563172_thumb_900_600.jpeg?width=270
99,99,کوییک,12 ساعت پیش,1402,0,دنده ای,تهران / تهرانسر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a18707f5-9e17-45c2-bc37-92c9cf685c01/CarImage_638375488960750818_thumb_900_600.jpg?width=270
100,100,کیا,12 ساعت پیش,1394,180000,2.0 لیتر ساده,اصفهان / امیریه,1120000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/294912b4-2d16-4ea8-b253-e82a2ec8027b/CarImage_638375482057525165_thumb_900_600.jpg?width=270
101,101,پراید,12 ساعت پیش,1398,47000,SE,کرج / گوهردشت,270000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1ab111ae-6b08-4958-92d9-f5997381c042/CarImage_638375480787253410_thumb_900_600.jpg?width=270
102,102,شاهین,12 ساعت پیش,1402,0,دنده ای,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6de27f64-0043-4002-9892-ed3df4ce4e3e/CarImage_638363291425815557_thumb_900_600.jpg?width=270
103,103,کوییک,12 ساعت پیش,1401,0,دنده ای,تهران / هروی,338000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/983dab1e-600c-4474-91fc-9f292f867749/CarImage_638375478087330925_thumb_900_600.jpg?width=270
104,104,تیبا,12 ساعت پیش,1396,160000,EX,کرج / گوهردشت,250000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4931dab1-2b1e-4360-9f99-9f7fa895a5a7/CarImage_638375477560300603_thumb_900_600.jpg?width=270
105,105,پراید,12 ساعت پیش,1398,42000,SE,تهران / حکیمیه,245000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7c8a9b39-b50a-4732-bc9f-db84d447d681/CarImage_638375474467035211_thumb_900_600.jpg?width=270
106,106,کیا,12 ساعت پیش,1396,160000,2.0 لیتر آپشنال,کرج / آزادگان,1350000000.0,/images/default-images/default-car-white.svg
107,107,پراید,13 ساعت پیش,1402,0,SE,تهران / آزادی,275000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d3efc9bf-1bcd-4cd9-a6eb-baa87e1bec79/CarImage_638375471867310594_thumb_900_600.jpg?width=270
108,108,چانگان,13 ساعت پیش,2023,0,تیپ 3,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d1e16b5b-819f-46fd-82e8-66f6d24482a4/CarImage_638375467506110282_thumb_900_600.jpeg?width=270
109,109,کوییک,13 ساعت پیش,1402,0,اتوماتیک,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b22c5311-eaee-4bb4-9e1f-b101b68cafee/CarImage10514665_638204387760016348_thumb_900_600.jpg?width=270
110,110,چانگان,13 ساعت پیش,2023,0,تیپ 3,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a9f2849a-62bd-4bb5-ae7a-03232faa7fd7/CarImage_638373714750155208_thumb_900_600.jpeg?width=270
111,111,پراید,13 ساعت پیش,1398,15000,SE,تهران / صادقیه,252000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f7e64740-176d-404c-ab57-3b6f24790568/CarImage_638375462235259660_thumb_900_600.jpg?width=270
112,112,کیا,13 ساعت پیش,1397,82000,2.0 لیتر آپشنال,تهران / آجودانیه,1380000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1f5473af-e031-421f-aa8e-54c4be77a3a4/CarImage_638375462052927737_thumb_900_600.jpg?width=270
113,113,ساینا,13 ساعت پیش,1399,55000,دنده ای,شهریار,295000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7797255b-2d69-40d1-908a-cf223ce37f94/CarImage_638375460144300289_thumb_900_600.jpg?width=270
114,114,برلیانس,13 ساعت پیش,1397,0,1.65 اتوماتیک,تبریز,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/713d8a48-0cac-4623-99e4-45bdec7fd45c/CarImage_638375458462237826_thumb_900_600.jpg?width=270
115,115,برلیانس,13 ساعت پیش,1397,43000,1.65 اتوماتیک,تهران / چیتگر,715000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a40b1e2b-9571-4805-945b-4c7acd9fb288/CarImage_638375455594713605_thumb_900_600.jpeg?width=270
116,116,شاهین,13 ساعت پیش,1402,0,CVT,تهران / سهروردی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a18ce5df-166a-4757-8fa7-5e06c71305a5/CarImage_638375454964641498_thumb_900_600.jpg?width=270
117,117,پراید,13 ساعت پیش,1402,0,SE,تهران / میرداماد,272000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ecf2f0ea-09fd-42ad-8ece-f1e4a7da040c/CarImage_638375453146621531_thumb_900_600.jpg?width=270
118,118,زوتی,13 ساعت پیش,1398,107000,1.6 لیتر اتوماتیک,تهران / جوادیه,640000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e4407432-68f0-4eff-8dea-32510a41dd45/CarImage_638375452309689938_thumb_900_600.jpg?width=270
119,119,کیا,13 ساعت پیش,1397,85000,2.0 لیتر آپشنال,اصفهان / کشاورزی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2056df72-1dfe-4803-abd5-b7bf8d07b779/CarImage_638368851680862195_thumb_900_600.jpeg?width=270
